param	date	value	month	season	fraction	measurement	metabolite_class
glyceric acid_ratio	2011-05-13	0.4556473295423585	05	Spring	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-05-13	-0.5046681054566551	05	Spring	ratio	ratio	lipid related
glycerol_bp	2011-05-13	-0.42105017091660796	05	Spring	intracellular	bp	lipid related
glycerol_sp	2011-05-13	-0.5623622126757047	05	Spring	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-05-13	-0.29644820217722273	05	Spring	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-05-13	-0.3609107100243708	05	Spring	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-05-13	-0.47099179357367277	05	Spring	extracellular	snp	lipid related
lactose_ratio	2011-05-13	-0.16845019466336394	05	Spring	ratio	ratio	carbohydrate
lactose_sp	2011-05-13	-0.22425136287482622	05	Spring	extracellular	sp	carbohydrate
mannitol_ratio	2011-05-13	-0.5013648787637217	05	Spring	ratio	ratio	carbohydrate
mannose_bp	2011-05-13	-0.13253358442874297	05	Spring	intracellular	bp	carbohydrate
mannose_ratio	2011-05-13	-0.2850400107769696	05	Spring	ratio	ratio	carbohydrate
mannose_sp	2011-05-13	-0.3591855075755264	05	Spring	extracellular	sp	carbohydrate
nitrate_pcparams	2011-05-13	0.34128735687598954	05	Spring	online	pcparams	NA
octadecadienoic acid_snp	2011-05-13	-0.37298799917577097	05	Spring	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-05-13	-0.4344922429718685	05	Spring	extracellular	snp	lipid related
octadecenoic acid_snp	2011-05-13	-0.37613702244590547	05	Spring	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-05-13	-0.4853830821524476	05	Spring	online	pcparams	conductivity
proline_ratio	2011-05-13	-0.4750062482417022	05	Spring	ratio	ratio	amino acid
putrescine_bp	2011-05-13	0.12329026946475888	05	Spring	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-05-13	-0.5023414298823756	05	Spring	ratio	ratio	organonitrogen compound
serine_ratio	2011-05-13	-0.46310183636742785	05	Spring	ratio	ratio	amino acid
sucrose_ratio	2011-05-13	-0.625564864407767	05	Spring	ratio	ratio	carbohydrate
threonine_ratio	2011-05-13	-0.3848648320357716	05	Spring	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-05-20	-0.48781692858167197	05	Spring	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-05-20	-0.3848289696650288	05	Spring	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-05-20	-0.5005684094062884	05	Spring	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-05-20	-0.3558250664049707	05	Spring	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-05-20	-0.4909043128953446	05	Spring	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-05-20	NA	05	Spring	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-05-20	-0.3373024682120554	05	Spring	extracellular	snp	lipid related
alanine_bp	2011-05-20	1.6901878096290601	05	Spring	intracellular	bp	amino acid
alanine_sp	2011-05-20	1.9270617975885396	05	Spring	extracellular	sp	amino acid
aspartic acid_ratio	2011-05-20	-0.4783413345430788	05	Spring	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-05-20	-0.12039235670597187	05	Spring	online	pcparams	NA
BB1_pH_pcparams	2011-05-20	0.8051879337856588	05	Spring	online	pcparams	pH
cellobiose_sp	2011-05-20	-0.07139360934443605	05	Spring	extracellular	sp	carbohydrate
cholesterol_ratio	2011-05-20	0.5415562862428536	05	Spring	ratio	ratio	lipid related
cholesterol_snp	2011-05-20	-0.48065739390943824	05	Spring	extracellular	snp	lipid related
glutamic acid_ratio	2011-05-20	-0.5470766628771856	05	Spring	ratio	ratio	amino acid
glyceric acid_ratio	2011-05-20	1.3796717549205124	05	Spring	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-05-20	-0.596101751003521	05	Spring	ratio	ratio	lipid related
glycerol_bp	2011-05-20	-0.3143577306109017	05	Spring	intracellular	bp	lipid related
glycerol_sp	2011-05-20	-0.5288944725163185	05	Spring	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-05-20	0.5528115207132055	05	Spring	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-05-20	-0.42833328298949125	05	Spring	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-05-20	-0.5001219654323441	05	Spring	extracellular	snp	lipid related
lactose_ratio	2011-05-20	-0.0755247668862971	05	Spring	ratio	ratio	carbohydrate
lactose_sp	2011-05-20	-0.08802892138858127	05	Spring	extracellular	sp	carbohydrate
mannitol_ratio	2011-05-20	-0.19002988522681125	05	Spring	ratio	ratio	carbohydrate
mannose_bp	2011-05-20	0.5531672043893553	05	Spring	intracellular	bp	carbohydrate
mannose_ratio	2011-05-20	-0.1388619250032323	05	Spring	ratio	ratio	carbohydrate
mannose_sp	2011-05-20	-0.09755067581118122	05	Spring	extracellular	sp	carbohydrate
nitrate_pcparams	2011-05-20	0.4948050362138485	05	Spring	online	pcparams	NA
octadecadienoic acid_snp	2011-05-20	-0.3724032616386306	05	Spring	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-05-20	-0.4344922429718685	05	Spring	extracellular	snp	lipid related
octadecenoic acid_snp	2011-05-20	-0.3773209786887549	05	Spring	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-05-20	0.5180154416361162	05	Spring	online	pcparams	conductivity
proline_ratio	2011-05-20	-0.5698486985111609	05	Spring	ratio	ratio	amino acid
putrescine_bp	2011-05-20	-0.38271950249253683	05	Spring	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-05-20	-0.6018040546992399	05	Spring	ratio	ratio	organonitrogen compound
serine_ratio	2011-05-20	-0.5572826271338804	05	Spring	ratio	ratio	amino acid
sucrose_ratio	2011-05-20	-0.5863894639087405	05	Spring	ratio	ratio	carbohydrate
threonine_ratio	2011-05-20	-0.47046741997926295	05	Spring	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-05-27	-0.4645462801404666	05	Spring	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-05-27	-0.3848289696650288	05	Spring	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-05-27	-0.49526817224041697	05	Spring	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-05-27	-0.3393146404785176	05	Spring	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-05-27	-0.455328047083482	05	Spring	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-05-27	NA	05	Spring	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-05-27	-0.3373024682120554	05	Spring	extracellular	snp	lipid related
alanine_bp	2011-05-27	-0.25643206449731537	05	Spring	intracellular	bp	amino acid
alanine_sp	2011-05-27	-0.3035220401125706	05	Spring	extracellular	sp	amino acid
aspartic acid_ratio	2011-05-27	-0.4888160477528974	05	Spring	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-05-27	0.7042081996334976	05	Spring	online	pcparams	NA
BB1_pH_pcparams	2011-05-27	1.211326180235496	05	Spring	online	pcparams	pH
cellobiose_sp	2011-05-27	-0.20454774821869331	05	Spring	extracellular	sp	carbohydrate
cholesterol_ratio	2011-05-27	3.238421678628441	05	Spring	ratio	ratio	lipid related
cholesterol_snp	2011-05-27	-0.6514350227036056	05	Spring	extracellular	snp	lipid related
glutamic acid_ratio	2011-05-27	-0.44192241082304473	05	Spring	ratio	ratio	amino acid
glyceric acid_ratio	2011-05-27	4.582736051416101	05	Spring	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-05-27	-0.48856420664992545	05	Spring	ratio	ratio	lipid related
glycerol_bp	2011-05-27	-0.30491006826828704	05	Spring	intracellular	bp	lipid related
glycerol_sp	2011-05-27	-0.5068849907527814	05	Spring	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-05-27	-0.14936245445237722	05	Spring	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-05-27	-0.3879838235303409	05	Spring	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-05-27	-0.5001219654323441	05	Spring	extracellular	snp	lipid related
lactose_ratio	2011-05-27	0.016593804778209927	05	Spring	ratio	ratio	carbohydrate
lactose_sp	2011-05-27	-0.22838946706076818	05	Spring	extracellular	sp	carbohydrate
mannitol_ratio	2011-05-27	-0.08449577173986982	05	Spring	ratio	ratio	carbohydrate
mannose_bp	2011-05-27	0.31298556671443156	05	Spring	intracellular	bp	carbohydrate
mannose_ratio	2011-05-27	0.20656120350870452	05	Spring	ratio	ratio	carbohydrate
mannose_sp	2011-05-27	-0.46027568587283807	05	Spring	extracellular	sp	carbohydrate
nitrate_pcparams	2011-05-27	-0.5866712763193599	05	Spring	online	pcparams	NA
octadecadienoic acid_snp	2011-05-27	-0.3389448497632657	05	Spring	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-05-27	-0.4344922429718685	05	Spring	extracellular	snp	lipid related
octadecenoic acid_snp	2011-05-27	-0.3442748491902836	05	Spring	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-05-27	0.5898374535950984	05	Spring	online	pcparams	conductivity
proline_ratio	2011-05-27	-0.34512274935770404	05	Spring	ratio	ratio	amino acid
putrescine_bp	2011-05-27	-0.32221000002568295	05	Spring	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-05-27	-0.56884891986512	05	Spring	ratio	ratio	organonitrogen compound
serine_ratio	2011-05-27	-0.44647524835465674	05	Spring	ratio	ratio	amino acid
sucrose_ratio	2011-05-27	-0.19305629272635785	05	Spring	ratio	ratio	carbohydrate
threonine_ratio	2011-05-27	-0.4677060487708313	05	Spring	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-06-03	-0.5282296274604771	06	Spring	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-06-03	-0.3848289696650288	06	Spring	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-06-03	-0.6077338384204491	06	Spring	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-06-03	-0.3499536898158071	06	Spring	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-06-03	-0.537597149301484	06	Spring	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-06-03	5.855814689561226	06	Spring	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-06-03	-0.33578914361343065	06	Spring	extracellular	snp	lipid related
alanine_bp	2011-06-03	-0.8599131167206104	06	Spring	intracellular	bp	amino acid
alanine_sp	2011-06-03	-0.7306956632974291	06	Spring	extracellular	sp	amino acid
aspartic acid_ratio	2011-06-03	-0.31172788666625595	06	Spring	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-06-03	0.5672859045855981	06	Spring	online	pcparams	NA
BB1_pH_pcparams	2011-06-03	-0.8899483093907319	06	Spring	online	pcparams	pH
cellobiose_sp	2011-06-03	-0.40899643834839255	06	Spring	extracellular	sp	carbohydrate
cholesterol_ratio	2011-06-03	-0.08172385002442878	06	Spring	ratio	ratio	lipid related
cholesterol_snp	2011-06-03	-0.5187119937192001	06	Spring	extracellular	snp	lipid related
glutamic acid_ratio	2011-06-03	-0.21255977030447956	06	Spring	ratio	ratio	amino acid
glyceric acid_ratio	2011-06-03	-0.2122119200332238	06	Spring	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-06-03	0.029314471964781475	06	Spring	ratio	ratio	lipid related
glycerol_bp	2011-06-03	-0.36988175709060256	06	Spring	intracellular	bp	lipid related
glycerol_sp	2011-06-03	-0.5376819430446985	06	Spring	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-06-03	-0.3430476379976222	06	Spring	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-06-03	-0.41695641564805386	06	Spring	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-06-03	-0.5001219654323441	06	Spring	extracellular	snp	lipid related
lactose_ratio	2011-06-03	-0.3043582524200972	06	Spring	ratio	ratio	carbohydrate
lactose_sp	2011-06-03	-0.3426140872967074	06	Spring	extracellular	sp	carbohydrate
mannitol_ratio	2011-06-03	1.2770023952845695	06	Spring	ratio	ratio	carbohydrate
mannose_bp	2011-06-03	-0.6515606987798889	06	Spring	intracellular	bp	carbohydrate
mannose_ratio	2011-06-03	-0.24619186270113994	06	Spring	ratio	ratio	carbohydrate
mannose_sp	2011-06-03	-0.5274682685123656	06	Spring	extracellular	sp	carbohydrate
nitrate_pcparams	2011-06-03	-0.7840329930848206	06	Spring	online	pcparams	NA
octadecadienoic acid_snp	2011-06-03	-0.3661656572938789	06	Spring	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-06-03	-0.36926285911522816	06	Spring	extracellular	snp	lipid related
octadecenoic acid_snp	2011-06-03	-0.3712884794474476	06	Spring	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-06-03	0.8033835534276533	06	Spring	online	pcparams	conductivity
proline_ratio	2011-06-03	-0.337811882444838	06	Spring	ratio	ratio	amino acid
putrescine_bp	2011-06-03	0.1633119029480168	06	Spring	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-06-03	-0.2874405493710577	06	Spring	ratio	ratio	organonitrogen compound
serine_ratio	2011-06-03	-0.3785431915671522	06	Spring	ratio	ratio	amino acid
sucrose_ratio	2011-06-03	-0.1328893079335802	06	Spring	ratio	ratio	carbohydrate
threonine_ratio	2011-06-03	-0.3439129875038521	06	Spring	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-06-09	-0.37868351666149574	06	Spring	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-06-09	-0.3848289696650288	06	Spring	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-06-09	-0.45007994158371517	06	Spring	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-06-09	-0.34484409030538854	06	Spring	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-06-09	-0.42297994219808926	06	Spring	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-06-09	NA	06	Spring	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-06-09	-0.3373024682120554	06	Spring	extracellular	snp	lipid related
alanine_bp	2011-06-09	0.8832347916478948	06	Spring	intracellular	bp	amino acid
alanine_sp	2011-06-09	1.6056589547118671	06	Spring	extracellular	sp	amino acid
aspartic acid_ratio	2011-06-09	-0.4649470796251511	06	Spring	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-06-09	1.5934505993926242	06	Spring	online	pcparams	NA
BB1_pH_pcparams	2011-06-09	-1.0886976889913969	06	Spring	online	pcparams	pH
cellobiose_sp	2011-06-09	0.1032008156556949	06	Spring	extracellular	sp	carbohydrate
cholesterol_ratio	2011-06-09	0.09601927868809212	06	Spring	ratio	ratio	lipid related
cholesterol_snp	2011-06-09	-0.2494630827476016	06	Spring	extracellular	snp	lipid related
glutamic acid_ratio	2011-06-09	-0.5905307267190033	06	Spring	ratio	ratio	amino acid
glyceric acid_ratio	2011-06-09	-0.4954984417635896	06	Spring	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-06-09	-0.4158311920542989	06	Spring	ratio	ratio	lipid related
glycerol_bp	2011-06-09	-0.08989303889793782	06	Spring	intracellular	bp	lipid related
glycerol_sp	2011-06-09	-0.15181464409770026	06	Spring	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-06-09	-0.47811331552952685	06	Spring	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-06-09	-0.2880233797784968	06	Spring	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-06-09	-0.29654735636759305	06	Spring	extracellular	snp	lipid related
lactose_ratio	2011-06-09	-0.11082971394196353	06	Spring	ratio	ratio	carbohydrate
lactose_sp	2011-06-09	0.029020948383041933	06	Spring	extracellular	sp	carbohydrate
mannitol_ratio	2011-06-09	-0.1325613351776858	06	Spring	ratio	ratio	carbohydrate
mannose_bp	2011-06-09	-0.14020454317052128	06	Spring	intracellular	bp	carbohydrate
mannose_ratio	2011-06-09	-0.31501825848018944	06	Spring	ratio	ratio	carbohydrate
mannose_sp	2011-06-09	-0.05423704090044117	06	Spring	extracellular	sp	carbohydrate
nitrate_pcparams	2011-06-09	0.27620317761542135	06	Spring	online	pcparams	NA
octadecadienoic acid_snp	2011-06-09	-0.35932101928212246	06	Spring	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-06-09	-0.269673437988743	06	Spring	extracellular	snp	lipid related
octadecenoic acid_snp	2011-06-09	-0.35485006929251434	06	Spring	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-06-09	-0.18203127458513935	06	Spring	online	pcparams	conductivity
proline_ratio	2011-06-09	-0.3892130514445536	06	Spring	ratio	ratio	amino acid
putrescine_bp	2011-06-09	-0.3489435190073201	06	Spring	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-06-09	-0.3599482909869028	06	Spring	ratio	ratio	organonitrogen compound
serine_ratio	2011-06-09	-0.4883070741606348	06	Spring	ratio	ratio	amino acid
sucrose_ratio	2011-06-09	-0.601478969424957	06	Spring	ratio	ratio	carbohydrate
threonine_ratio	2011-06-09	-0.472356262584961	06	Spring	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-06-17	-0.4123661916530662	06	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-06-17	-0.3848289696650288	06	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-06-17	-0.45268247942728956	06	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-06-17	-0.35190313765840786	06	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-06-17	-0.5081277385935585	06	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-06-17	NA	06	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-06-17	-0.3373024682120554	06	Summer	extracellular	snp	lipid related
alanine_bp	2011-06-17	0.08791631919009467	06	Summer	intracellular	bp	amino acid
alanine_sp	2011-06-17	0.7927790266253087	06	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-06-17	-0.4023763420861304	06	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-06-17	1.4669438544105777	06	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-06-17	-0.7584357096065509	06	Summer	online	pcparams	pH
cellobiose_sp	2011-06-17	-0.2232926185845867	06	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-06-17	0.3567531879603381	06	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-06-17	-0.5903464400368198	06	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-06-17	-0.43860534818508484	06	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-06-17	-0.4826607590203032	06	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-06-17	-0.3415427534750841	06	Summer	ratio	ratio	lipid related
glycerol_bp	2011-06-17	-0.2843530543810523	06	Summer	intracellular	bp	lipid related
glycerol_sp	2011-06-17	-0.28125080709293016	06	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-06-17	0.4933955107255843	06	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-06-17	-0.4551351617172384	06	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-06-17	-0.5001219654323441	06	Summer	extracellular	snp	lipid related
lactose_ratio	2011-06-17	-0.2796957887552314	06	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-06-17	-0.24360081330254388	06	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-06-17	-0.3582102446308538	06	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-06-17	-0.5013043001252132	06	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-06-17	-0.2234579274577634	06	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-06-17	-0.45481199411033724	06	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-06-17	0.0675066819801985	06	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-06-17	-0.3704517591416507	06	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-06-17	-0.4344922429718685	06	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-06-17	-0.3698344803731017	06	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-06-17	1.2256796415517888	06	Summer	online	pcparams	conductivity
proline_ratio	2011-06-17	-0.39737508329717974	06	Summer	ratio	ratio	amino acid
putrescine_bp	2011-06-17	-0.3556139036560748	06	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-06-17	-0.3854860651490771	06	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-06-17	-0.44093638886314923	06	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-06-17	-0.4340017209867028	06	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-06-17	-0.4204969261277212	06	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-06-24	-0.2548704505175415	06	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-06-24	-0.3128285031944832	06	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-06-24	-0.2431961314344121	06	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-06-24	-0.3399647870318152	06	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-06-24	-0.2315246579972164	06	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-06-24	0.6875209557995541	06	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-06-24	-0.28420792861234573	06	Summer	extracellular	snp	lipid related
alanine_bp	2011-06-24	-0.11637298022631315	06	Summer	intracellular	bp	amino acid
alanine_sp	2011-06-24	0.844255127964707	06	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-06-24	-0.1973296921537003	06	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-06-24	1.0537856170652409	06	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-06-24	-0.8912834405254697	06	Summer	online	pcparams	pH
cellobiose_sp	2011-06-24	0.6164580500616396	06	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-06-24	0.8032191157658691	06	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-06-24	-0.3259184542102927	06	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-06-24	-0.3937665688841978	06	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-06-24	-0.21968103740741227	06	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-06-24	-0.09616101905259324	06	Summer	ratio	ratio	lipid related
glycerol_bp	2011-06-24	-0.23023078457226917	06	Summer	intracellular	bp	lipid related
glycerol_sp	2011-06-24	-0.10289420586483478	06	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-06-24	0.1983423093384162	06	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-06-24	-0.2268142849009945	06	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-06-24	-0.2604004548710534	06	Summer	extracellular	snp	lipid related
lactose_ratio	2011-06-24	-0.4123460118569409	06	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-06-24	0.33022764840631635	06	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-06-24	-0.10046058161532792	06	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-06-24	-0.15609317165676243	06	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-06-24	-0.5796205666315202	06	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-06-24	1.2347670761919223	06	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-06-24	-1.2587813924515325	06	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-06-24	-0.25079285420310726	06	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-06-24	-0.23521532399455944	06	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-06-24	-0.2418009397986002	06	Summer	extracellular	snp	lipid related
outflow conductivity_pcparams	2011-06-24	-0.4629162273551832	06	Summer	online	pcparams	conductivity
proline_ratio	2011-06-24	-0.5647746260009937	06	Summer	ratio	ratio	amino acid
putrescine_bp	2011-06-24	-0.28614886597598604	06	Summer	intracellular	bp	organonitrogen compound
putrescine_ratio	2011-06-24	-0.5804386898098896	06	Summer	ratio	ratio	organonitrogen compound
serine_ratio	2011-06-24	-0.4999864308433197	06	Summer	ratio	ratio	amino acid
sucrose_ratio	2011-06-24	-0.6202311299711917	06	Summer	ratio	ratio	carbohydrate
threonine_ratio	2011-06-24	-0.42410433084756893	06	Summer	ratio	ratio	amino acid
1-monopalmitoylglycerol_bnp	2011-07-01	-0.14495198649195654	07	Summer	intracellular	bnp	lipid related
1-monopalmitoylglycerol_snp	2011-07-01	-0.36530635920350796	07	Summer	extracellular	snp	lipid related
1-oleoylglycerol_bnp	2011-07-01	-0.2563210351175178	07	Summer	intracellular	bnp	lipid related
1-oleoylglycerol_snp	2011-07-01	-0.35061996670161494	07	Summer	extracellular	snp	lipid related
2-oleoylglycerol_bnp	2011-07-01	-0.13004410362436475	07	Summer	intracellular	bnp	lipid related
2-oleoylglycerol_ratio	2011-07-01	0.20336026594228407	07	Summer	ratio	ratio	lipid related
2-oleoylglycerol_snp	2011-07-01	-0.29413945804760344	07	Summer	extracellular	snp	lipid related
alanine_bp	2011-07-01	-0.12548722020118924	07	Summer	intracellular	bp	amino acid
alanine_sp	2011-07-01	0.13582972615692734	07	Summer	extracellular	sp	amino acid
aspartic acid_ratio	2011-07-01	-0.2590115011441759	07	Summer	ratio	ratio	amino acid
BB1_dry-mass_pcparams	2011-07-01	1.108655338398143	07	Summer	online	pcparams	NA
BB1_pH_pcparams	2011-07-01	-1.1178647145228553	07	Summer	online	pcparams	pH
cellobiose_sp	2011-07-01	0.48286529395956773	07	Summer	extracellular	sp	carbohydrate
cholesterol_ratio	2011-07-01	0.3382286050316964	07	Summer	ratio	ratio	lipid related
cholesterol_snp	2011-07-01	-0.5366116367299618	07	Summer	extracellular	snp	lipid related
glutamic acid_ratio	2011-07-01	-0.3900725742918032	07	Summer	ratio	ratio	amino acid
glyceric acid_ratio	2011-07-01	0.25657870349992085	07	Summer	ratio	ratio	lipid related
glycerol 2-phosphate_ratio	2011-07-01	-0.3181213629051472	07	Summer	ratio	ratio	lipid related
glycerol_bp	2011-07-01	0.11677120022310017	07	Summer	intracellular	bp	lipid related
glycerol_sp	2011-07-01	-0.11187858167261437	07	Summer	extracellular	sp	lipid related
glycerol-3-phosphate_ratio	2011-07-01	-0.18802459600998359	07	Summer	ratio	ratio	lipid related
hexadecanoic acid_snp	2011-07-01	-0.35698557191364316	07	Summer	extracellular	snp	lipid related
hexadecenoic acid_snp	2011-07-01	-0.1865964462689001	07	Summer	extracellular	snp	lipid related
lactose_ratio	2011-07-01	-0.3413617044564899	07	Summer	ratio	ratio	carbohydrate
lactose_sp	2011-07-01	0.31359338943290044	07	Summer	extracellular	sp	carbohydrate
mannitol_ratio	2011-07-01	-0.2421516497538907	07	Summer	ratio	ratio	carbohydrate
mannose_bp	2011-07-01	0.02990846320272376	07	Summer	intracellular	bp	carbohydrate
mannose_ratio	2011-07-01	-0.3681670337730445	07	Summer	ratio	ratio	carbohydrate
mannose_sp	2011-07-01	0.17770972195990922	07	Summer	extracellular	sp	carbohydrate
nitrate_pcparams	2011-07-01	1.5689541861438343	07	Summer	online	pcparams	NA
octadecadienoic acid_snp	2011-07-01	-0.33745739889444376	07	Summer	extracellular	snp	lipid related
octadecan-1-ol_snp	2011-07-01	-0.3004236615439198	07	Summer	extracellular	snp	lipid related
octadecenoic acid_snp	2011-07-01	-0.3225851919929262	07	Summer	extracellular	snp	lipid related
